Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Business,"Paid employees for pay period including March 12","Wholesale trade","5,849",G,"7,177",G,"9,220",G,"15,161",G,"14,919",G,"5,282",G,"7,222",G,"5,568",G,"11,445",G,"30,740",H,"6,755",G,"4,656",H,"10,486",G,"24,552",G,"12,835",G,"6,666",G,"7,023",G,"7,574",G,"10,942",G,"20,316",G,"8,455",G,"5,268",G,"17,287",G,"15,018",G,"18,272",G,"38,907",G,"8,879",G,"8,029",G
Business,"Paid employees for pay period including March 12","Retail trade","39,200",G,"38,490",G,"40,416",G,"32,840",G,"47,635",G,"36,214",G,"40,324",G,"37,958",G,"43,732",H,"45,801",G,"35,654",G,"32,433",G,"46,311",G,"41,431",G,"41,413",G,"40,620",H,"39,588",G,"34,592",G,"57,027",G,"45,423",G,"40,029",G,"34,041",G,"48,339",G,"40,579",G,"41,943",G,"39,036",G,"41,892",G,"30,425",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","7,036",G,"5,117",G,"12,836",H,"38,100",G,"11,606",G,"4,372",G,"4,396",G,"6,371",G,"28,685",G,"12,857",H,"11,014",H,"4,126",G,"4,783",G,"18,898",H,"13,898",G,"6,829",G,"6,164",G,"11,922",G,"9,199",G,"16,055",G,"8,503",G,"3,924",G,"9,356",G,"7,279",G,"22,090",H,"38,421",G,"22,367",H,"5,493",G
Business,"Paid employees for pay period including March 12",Information,"2,575",G,"3,891",G,"3,189",G,"7,651",G,"9,188",H,"2,571",G,"6,562",G,"3,496",G,"2,541",H,"17,313",G,"4,298",G,"2,101",H,"3,867",G,"17,938",G,"4,676",G,"1,792",H,"3,179",G,"2,052",H,"3,963",G,"11,088",H,"3,206",G,"3,107",G,"10,996",G,"4,403",H,"10,159",G,"7,682",G,"8,894",G,"2,586",H
Business,"Paid employees for pay period including March 12","Finance and insurance","13,807",H,"7,734",H,"6,150",G,"9,951",G,"41,145",G,"5,758",G,"18,371",G,"6,706",G,"3,952",G,"23,512",G,"4,089",G,"3,944",G,"24,620",H,"45,654",G,"26,620",G,"7,791",H,"7,113",G,"8,179",H,"9,493",G,"11,087",G,"8,220",G,"7,534",G,"22,226",G,"6,069",G,"14,076",G,"10,044",G,"30,568",G,"5,936",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","6,268",G,"6,044",G,"3,846",G,"4,291",G,"7,572",G,"3,737",G,"4,863",G,"4,880",G,"12,729",G,"14,436",G,"7,698",H,"3,203",G,"6,867",G,"11,431",G,"5,036",G,"4,424",G,"5,608",G,"3,337",G,"11,327",G,"5,548",G,"6,410",G,"5,559",G,"11,106",G,"8,029",G,"7,751",G,"7,431",G,"9,314",G,"4,259",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","17,422",G,"17,557",G,"10,324",G,"12,236",G,"26,730",G,"8,828",G,"18,912",G,"22,444",G,"8,941",G,"55,338",G,"8,267",G,"6,286",G,"27,052",G,"60,534",G,"20,223",G,"10,199",G,"13,296",G,"6,950",G,"21,363",G,"21,182",G,"19,152",G,"14,963",G,"37,380",G,"14,882",G,"22,492",H,"14,124",G,"52,379",G,"7,871",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","1,253",H,"1,737",H,"2,716",H,"2,392",H,"10,884",H,"1,612",J,"6,425",H,"4,643",H,"5,881",G,"18,146",H,"3,911",J,977,G,"8,205",H,"16,194",H,"15,597",H,"2,972",H,"2,486",H,"2,037",H,"4,298",G,"5,540",G,"4,986",H,"2,118",G,"11,608",G,"1,444",G,"8,705",G,"5,432",G,"12,398",H,"1,147",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,737",G,"15,034",G,"10,725",G,"17,072",G,"35,111",G,"10,812",G,"19,132",G,"19,128",G,"15,781",G,"37,560",G,"15,093",H,"7,587",G,"20,069",G,"51,560",G,"17,022",G,"11,690",G,"13,294",G,"13,189",G,"23,835",G,"33,366",G,"18,292",G,"13,134",G,"29,295",G,"10,796",G,"27,359",G,"25,747",G,"25,674",G,"8,164",H
Business,"Paid employees for pay period including March 12","Educational services","3,301",G,"3,018",G,"3,581",G,"4,332",G,"9,500",G,"7,959",G,"3,541",G,"6,022",G,"5,649",G,"10,266",G,"3,554",G,"3,385",G,"6,413",H,"9,321",G,"6,782",G,"4,744",H,"3,181",G,"4,426",G,"4,437",G,"5,246",G,"4,194",G,"5,076",G,"9,150",G,"8,052",G,"11,816",H,"13,468",J,"15,800",H,"3,211",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","36,185",G,"36,021",G,"51,647",G,"35,817",G,"56,203",G,"33,758",G,"31,205",G,"41,016",G,"24,911",G,"72,598",H,"34,502",G,"37,124",G,"57,452",G,"63,329",G,"44,891",G,"30,619",G,"39,988",G,"37,851",G,"58,379",G,"49,304",G,"46,858",G,"41,095",G,"50,947",G,"34,183",G,"46,143",G,"50,366",G,"60,415",G,"21,908",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,600",G,"3,006",G,"2,496",G,"4,736",G,"6,915",G,"6,723",H,"4,068",G,"5,455",G,"13,219",G,"38,560",H,"29,950",J,"2,406",G,"5,411",G,"10,108",G,"6,609",J,"5,446",H,"4,990",G,"4,780",H,"12,195",G,"5,737",G,"8,295",G,"10,246",G,"9,945",G,"5,666",G,"6,248",G,"5,027",G,"7,160",G,"2,994",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","36,955",G,"34,320",G,"29,055",G,"28,502",G,"43,627",G,"27,147",G,"29,710",G,"31,747",G,"42,680",G,"53,525",G,"56,252",H,"19,724",G,"39,832",G,"43,583",G,"25,084",G,"24,863",G,"28,891",G,"23,211",G,"53,398",G,"21,784",G,"33,411",G,"32,417",G,"49,602",G,"44,864",G,"36,210",G,"27,889",G,"41,344",G,"29,185",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,472",G,"11,809",G,"10,566",G,"11,225",G,"15,191",G,"9,085",G,"13,022",G,"11,355",G,"19,030",G,"16,779",G,"9,649",G,"7,107",G,"14,104",G,"14,619",G,"10,293",G,"8,076",G,"10,643",G,"7,927",G,"16,908",G,"10,244",G,"12,985",G,"12,632",G,"16,223",G,"11,792",G,"11,699",G,"9,617",G,"13,974",G,"5,565",G
Business,"Paid employees for pay period including March 12","Industries not classified",24,H,19,G,8,J,21,J,29,H,12,J,15,J,14,G,35,J,29,J,17,J,19,J,33,G,49,G,20,H,26,G,31,H,18,J,15,J,13,G,27,G,61,H,98,J,23,G,17,J,29,G,24,H,8,J
Business,"Annual payroll ($1,000)","Total for all sectors","11,228,538",G,"10,661,184",G,"10,930,436",G,"14,361,317",G,"22,506,535",G,"8,538,718",G,"12,669,267",G,"12,610,397",G,"12,395,248",G,"30,878,217",G,"11,591,026",G,"6,741,847",G,"17,783,137",G,"33,417,411",G,"16,742,685",G,"9,106,460",G,"11,066,903",G,"9,257,958",G,"18,894,494",G,"18,323,485",G,"15,329,812",G,"11,739,194",G,"23,705,070",G,"13,066,833",G,"18,527,784",G,"19,720,887",G,"28,805,490",G,"7,163,153",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","6,479",H,"47,037",G,"46,748",G,"19,115",G,"5,669",J,"10,153",G,"1,771",J,"18,763",G,"1,622",G,0,N,"12,577",H,"3,727",G,"2,542",H,"1,907",H,"3,109",H,"37,406",H,"5,896",G,"37,864",G,"4,165",H,"6,008",G,"10,957",G,"27,617",G,"1,734",H,86,J,"3,259",H,"4,560",H,"1,431",G,"5,084",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","4,487",H,"21,735",H,"11,387",H,"6,578",J,546,H,"4,616",H,"1,679",J,"5,389",H,"6,092",J,"1,355",J,"26,251",H,"8,560",J,0,N,845,H,0,N,"9,786",J,"9,099",H,"91,455",J,"19,994",G,"2,207",G,"7,925",J,238,H,"3,772",H,435,J,"1,665",J,"61,932",H,0,N,"6,465",G
Business,"Annual payroll ($1,000)",Utilities,"237,127",H,"129,147",H,"60,958",G,"46,847",G,"45,243",H,"75,861",G,"89,483",H,"53,173",J,"14,506",J,"71,155",H,"101,162",G,"155,170",H,"58,882",J,"306,243",J,"39,725",H,"48,085",H,"92,521",J,"88,173",G,"89,125",J,"188,668",J,"1,043,278",J,"27,594",J,"9,213",J,"60,380",H,"36,317",J,"61,315",J,"146,695",J,"135,291",H
Business,"Annual payroll ($1,000)",Construction,"912,891",G,"878,022",G,"795,885",G,"1,099,524",H,"1,953,891",G,"756,916",G,"1,513,009",G,"856,239",G,"780,285",G,"1,761,708",G,"1,244,357",G,"650,384",G,"965,410",G,"2,063,037",G,"1,131,501",G,"869,546",G,"1,308,636",G,"710,565",G,"2,195,396",G,"1,601,258",G,"1,213,632",G,"860,729",G,"1,616,435",G,"344,760",G,"875,746",G,"1,271,645",G,"735,163",G,"662,775",G
Business,"Annual payroll ($1,000)",Manufacturing,"561,507",G,"677,487",G,"1,027,334",G,"1,183,670",G,"874,033",G,"802,936",G,"626,991",G,"1,696,632",H,"478,192",G,"1,915,086",H,"508,589",G,"287,930",G,"1,797,303",G,"1,411,083",G,"1,111,183",G,"637,356",G,"530,842",H,"945,374",G,"407,702",G,"898,407",G,"946,099",G,"178,070",G,"610,722",G,"468,965",G,"455,333",H,"1,476,067",G,"164,408",G,"229,771",G
Business,"Annual payroll ($1,000)","Wholesale trade","398,478",G,"459,700",G,"642,190",G,"1,026,990",G,"1,092,757",G,"310,697",G,"523,019",G,"386,677",G,"751,686",G,"2,345,362",G,"460,371",G,"257,393",G,"793,707",G,"2,017,864",G,"843,528",G,"439,978",G,"463,308",G,"491,438",G,"1,009,964",H,"1,502,694",G,"658,286",G,"404,160",G,"1,570,056",G,"1,057,606",G,"1,489,858",G,"2,623,123",G,"928,121",G,"421,853",G
Business,"Annual payroll ($1,000)","Retail trade","1,347,067",G,"1,260,457",G,"1,342,928",G,"1,141,452",G,"1,705,872",G,"1,224,500",G,"1,357,684",G,"1,299,734",G,"1,452,218",H,"1,715,213",G,"1,181,078",G,"1,060,220",G,"1,640,394",G,"1,616,620",G,"1,630,808",G,"1,415,083",G,"1,456,387",G,"1,126,607",G,"2,241,674",G,"1,849,550",G,"1,470,682",G,"1,334,457",G,"2,004,540",G,"1,732,160",G,"1,660,582",G,"1,544,388",G,"1,699,822",G,"1,018,121",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","332,378",G,"227,427",G,"567,196",G,"1,545,369",G,"719,709",H,"219,022",G,"202,335",G,"385,142",G,"1,847,392",G,"479,248",G,"427,085",H,"207,172",G,"245,530",G,"1,051,765",H,"724,560",G,"300,437",G,"285,019",G,"650,543",G,"509,500",G,"967,649",G,"403,719",G,"211,878",G,"451,937",G,"371,980",G,"1,638,407",H,"2,344,798",G,"1,836,107",H,"278,452",G
Business,"Annual payroll ($1,000)",Information,"167,969",G,"278,728",G,"216,887",H,"1,226,037",G,"991,212",H,"117,789",G,"592,015",G,"264,977",G,"267,531",J,"1,485,915",G,"449,241",H,"145,083",H,"364,744",H,"1,985,379",G,"445,550",G,"111,320",H,"201,074",G,"115,309",H,"298,884",G,"1,660,304",H,"268,395",G,"282,826",H,"1,291,680",G,"444,408",H,"1,093,275",H,"761,499",G,"1,181,672",G,"157,987",G
Business,"Annual payroll ($1,000)","Finance and insurance","1,032,343",H,"684,791",G,"434,285",G,"883,892",H,"3,909,340",G,"404,838",G,"1,382,050",G,"584,490",G,"256,724",H,"2,240,117",G,"323,118",G,"243,913",G,"2,399,907",H,"4,580,054",G,"2,631,162",G,"618,522",H,"696,879",G,"681,371",H,"1,134,135",G,"958,996",G,"1,085,682",G,"1,496,194",G,"2,950,368",G,"890,550",G,"1,097,597",H,"875,162",G,"4,886,352",G,"520,066",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","311,144",G,"291,144",G,"180,616",G,"319,385",G,"470,233",G,"176,874",G,"259,028",G,"230,503",G,"666,953",H,"1,125,924",G,"388,168",G,"125,354",G,"343,650",G,"823,574",G,"258,249",G,"221,718",G,"354,185",G,"157,534",G,"786,539",G,"349,334",G,"416,475",G,"388,006",G,"827,910",G,"515,034",G,"481,973",G,"421,728",G,"738,709",G,"205,756",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,309,065",G,"1,574,946",G,"655,387",G,"1,161,952",G,"2,076,443",G,"549,528",G,"1,651,556",G,"1,883,474",G,"552,020",G,"5,621,899",G,"659,907",H,"342,463",G,"2,067,536",G,"6,081,158",G,"1,634,703",G,"620,924",G,"927,321",G,"426,941",G,"2,072,723",G,"1,763,276",G,"1,511,259",G,"1,394,936",G,"3,308,667",G,"1,390,942",G,"1,864,432",G,"992,958",G,"6,288,819",G,"472,453",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","98,160",H,"117,714",H,"203,758",H,"206,507",H,"1,113,584",H,"313,652",J,"695,864",H,"397,884",H,"758,453",H,"1,399,958",G,"385,544",J,"114,621",G,"754,247",H,"1,754,052",H,"1,271,961",H,"223,168",G,"319,414",G,"131,501",H,"464,280",H,"486,891",G,"717,165",G,"269,974",H,"1,378,953",G,"174,072",H,"751,992",G,"539,202",H,"1,439,960",H,"170,025",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","625,761",G,"519,318",G,"418,156",G,"578,994",G,"1,751,287",G,"365,957",G,"782,218",G,"697,928",G,"534,735",G,"1,595,292",G,"673,780",H,"312,856",G,"896,159",G,"2,373,089",G,"672,521",G,"570,380",G,"547,718",G,"466,915",G,"948,133",G,"1,730,973",G,"822,604",G,"550,870",G,"1,724,881",G,"439,425",G,"1,398,153",G,"1,044,112",G,"1,366,580",G,"357,338",H
Business,"Annual payroll ($1,000)","Educational services","168,049",H,"122,509",G,"121,448",G,"179,389",G,"378,226",G,"276,073",G,"128,879",G,"223,810",H,"267,540",H,"544,190",G,"129,215",G,"110,472",G,"378,324",H,"455,633",G,"307,944",G,"199,558",H,"116,800",G,"153,533",G,"176,900",G,"257,603",G,"183,491",G,"214,958",G,"423,380",G,"331,197",G,"567,034",H,"1,147,805",J,"887,898",H,"122,887",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,360,501",G,"2,028,363",G,"3,134,808",G,"2,144,981",G,"3,443,998",G,"1,816,880",G,"1,676,177",G,"2,285,175",G,"1,496,888",G,"4,715,387",H,"1,864,005",G,"2,050,595",G,"3,491,015",G,"4,145,652",G,"3,010,061",G,"1,737,430",G,"2,470,839",G,"2,124,937",H,"4,035,972",G,"2,880,956",G,"2,893,838",G,"2,305,324",G,"3,077,322",G,"2,111,609",G,"3,325,891",G,"3,166,839",G,"3,991,436",H,"1,156,524",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","82,036",G,"74,962",G,"57,867",G,"523,499",J,"214,048",G,"220,007",H,"97,016",G,"197,180",G,"353,316",G,"1,507,836",H,"759,325",J,"50,291",G,"139,741",G,"949,425",G,"132,451",H,"191,018",H,"144,716",G,"119,410",H,"444,913",G,"311,345",H,"345,053",G,"430,572",G,"389,508",G,"600,877",J,"214,969",G,"198,858",G,"621,418",G,"97,192",G
Business,"Annual payroll ($1,000)","Accommodation and food services","908,927",G,"803,656",G,"600,784",G,"656,722",G,"1,051,443",G,"590,498",G,"653,640",G,"751,232",G,"1,231,373",G,"1,554,132",G,"1,674,567",H,"404,097",G,"1,008,617",G,"1,218,371",G,"540,593",G,"578,846",G,"749,655",G,"475,180",G,"1,413,520",G,"507,440",G,"812,698",G,"896,612",G,"1,410,668",G,"1,668,761",G,"1,082,670",G,"801,115",G,"1,305,743",G,"949,467",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","363,397",G,"463,290",G,"411,175",G,"409,754",G,"706,157",G,"301,616",G,"434,458",G,"391,705",G,"676,538",G,"797,648",G,"322,074",G,"211,136",G,"433,953",G,"580,006",G,"351,744",G,"274,917",G,"385,457",G,"262,842",G,"640,386",G,"399,333",G,"517,144",G,"460,464",G,"648,791",G,"461,515",G,"487,714",G,"382,638",G,"583,624",G,"195,350",G
Business,"Annual payroll ($1,000)","Industries not classified",772,G,751,H,639,G,660,J,"2,844",H,305,H,395,G,290,G,"1,184",H,660,H,612,G,410,G,"1,364",G,"1,654",G,466,G,982,G,"1,137",G,466,G,589,G,593,G,"1,430",G,"3,715",G,"4,533",H,"2,071",G,917,H,"1,143",G,"1,098",H,296,G
Business,"Total Establishments","Total for all sectors","19,040",X,"19,171",X,"17,224",X,"16,333",X,"25,875",X,"17,762",X,"21,152",X,"20,285",X,"17,794",X,"26,232",X,"17,648",X,"15,342",X,"25,211",X,"29,803",X,"18,012",X,"17,634",X,"22,688",X,"15,247",X,"29,331",X,"20,915",X,"25,455",X,"24,070",X,"36,723",X,"23,381",X,"27,168",X,"29,319",X,"34,617",X,"18,313",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",48,X,118,X,175,X,47,X,20,X,55,X,15,X,45,X,11,X,0,N,32,X,46,X,24,X,18,X,17,X,32,X,19,X,103,X,20,X,40,X,52,X,159,X,22,X,3,X,27,X,20,X,14,X,65,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",14,X,11,X,12,X,4,X,6,X,14,X,4,X,11,X,4,X,3,X,21,X,9,X,0,N,6,X,0,N,5,X,11,X,22,X,12,X,4,X,8,X,3,X,8,X,3,X,4,X,10,X,0,N,8,X
Business,"Total Establishments",Utilities,83,X,81,X,35,X,22,X,17,X,43,X,31,X,45,X,18,X,25,X,33,X,53,X,32,X,36,X,26,X,25,X,41,X,50,X,46,X,68,X,93,X,17,X,15,X,22,X,19,X,32,X,32,X,18,X
Business,"Total Establishments",Construction,"2,243",X,"2,214",X,"1,772",X,"1,884",X,"2,802",X,"2,503",X,"2,642",X,"2,326",X,"2,029",X,"2,348",X,"2,036",X,"1,908",X,"2,347",X,"2,356",X,"2,158",X,"2,067",X,"3,477",X,"1,884",X,"3,749",X,"2,109",X,"3,185",X,"2,544",X,"2,722",X,"1,199",X,"1,874",X,"2,903",X,"1,859",X,"2,087",X
Business,"Total Establishments",Manufacturing,336,X,354,X,457,X,469,X,393,X,471,X,538,X,571,X,335,X,511,X,358,X,353,X,914,X,685,X,389,X,377,X,484,X,447,X,517,X,640,X,574,X,387,X,628,X,466,X,459,X,"1,124",X,376,X,327,X
Business,"Total Establishments","Wholesale trade",587,X,611,X,650,X,647,X,975,X,597,X,841,X,677,X,721,X,"1,080",X,657,X,480,X,"1,055",X,"1,463",X,766,X,646,X,742,X,643,X,"1,040",X,"1,366",X,"1,050",X,892,X,"2,029",X,"1,549",X,"1,912",X,"4,315",X,"1,694",X,"1,140",X
Business,"Total Establishments","Retail trade","2,692",X,"2,846",X,"2,607",X,"2,180",X,"2,960",X,"2,528",X,"2,487",X,"2,640",X,"2,350",X,"2,899",X,"2,036",X,"2,129",X,"3,127",X,"3,138",X,"2,290",X,"2,216",X,"2,639",X,"2,256",X,"3,552",X,"2,752",X,"2,734",X,"2,526",X,"3,541",X,"3,210",X,"2,750",X,"3,210",X,"3,215",X,"2,219",X
Business,"Total Establishments","Transportation and warehousing",467,X,442,X,550,X,995,X,888,X,508,X,451,X,447,X,"1,280",X,810,X,640,X,431,X,449,X,912,X,554,X,545,X,478,X,693,X,616,X,868,X,673,X,535,X,842,X,745,X,953,X,"2,424",X,730,X,919,X
Business,"Total Establishments",Information,258,X,371,X,284,X,227,X,410,X,236,X,389,X,309,X,255,X,622,X,351,X,216,X,369,X,629,X,294,X,232,X,267,X,201,X,400,X,335,X,340,X,326,X,638,X,431,X,469,X,411,X,693,X,221,X
Business,"Total Establishments","Finance and insurance","1,010",X,956,X,840,X,723,X,"1,605",X,846,X,"1,335",X,"1,066",X,752,X,"1,558",X,843,X,803,X,"1,543",X,"2,221",X,"1,105",X,"1,058",X,"1,244",X,776,X,"1,762",X,"1,062",X,"1,485",X,"1,404",X,"2,551",X,"1,084",X,"1,563",X,"1,206",X,"2,666",X,809,X
Business,"Total Establishments","Real estate and rental and leasing","1,668",X,"1,254",X,996,X,980,X,"1,930",X,"1,157",X,"1,476",X,"1,392",X,"1,613",X,"2,137",X,"1,492",X,"1,022",X,"1,830",X,"2,266",X,"1,132",X,"1,334",X,"1,889",X,885,X,"3,033",X,"1,076",X,"1,711",X,"1,694",X,"2,981",X,"2,311",X,"2,076",X,"1,740",X,"2,821",X,"1,194",X
Business,"Total Establishments","Professional, scientific, and technical services","2,199",X,"2,443",X,"1,873",X,"1,691",X,"3,739",X,"1,792",X,"2,804",X,"2,659",X,"1,649",X,"4,512",X,"2,151",X,"1,590",X,"3,659",X,"5,563",X,"2,274",X,"2,170",X,"2,782",X,"1,334",X,"3,733",X,"2,768",X,"3,802",X,"3,949",X,"7,704",X,"4,006",X,"5,109",X,"3,272",X,"8,634",X,"2,221",X
Business,"Total Establishments","Management of companies and enterprises",62,X,72,X,63,X,82,X,170,X,43,X,111,X,53,X,91,X,236,X,91,X,28,X,110,X,219,X,90,X,87,X,83,X,47,X,121,X,112,X,90,X,71,X,212,X,81,X,123,X,92,X,169,X,25,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,204",X,"1,121",X,955,X,982,X,"1,731",X,"1,292",X,"1,535",X,"1,526",X,"1,258",X,"1,629",X,"1,360",X,"1,134",X,"1,657",X,"1,791",X,"1,252",X,"1,361",X,"1,820",X,994,X,"2,070",X,"1,523",X,"1,998",X,"1,786",X,"2,336",X,"1,062",X,"1,685",X,"1,753",X,"1,575",X,"1,183",X
Business,"Total Establishments","Educational services",191,X,200,X,216,X,186,X,418,X,180,X,315,X,276,X,250,X,400,X,242,X,165,X,325,X,433,X,276,X,248,X,222,X,177,X,281,X,281,X,306,X,367,X,539,X,341,X,459,X,256,X,543,X,235,X
Business,"Total Establishments","Health care and social assistance","2,210",X,"1,971",X,"2,237",X,"1,845",X,"3,020",X,"1,878",X,"2,307",X,"2,375",X,"1,584",X,"2,688",X,"1,991",X,"2,105",X,"3,122",X,"3,249",X,"2,196",X,"2,095",X,"2,541",X,"1,762",X,"2,952",X,"2,469",X,"2,974",X,"3,132",X,"3,917",X,"2,359",X,"3,216",X,"2,510",X,"4,532",X,"2,316",X
Business,"Total Establishments","Arts, entertainment, and recreation",296,X,297,X,259,X,219,X,438,X,301,X,382,X,305,X,323,X,546,X,369,X,239,X,455,X,486,X,244,X,294,X,348,X,201,X,513,X,268,X,462,X,527,X,692,X,530,X,519,X,344,X,584,X,343,X
Business,"Total Establishments","Accommodation and food services","1,724",X,"1,865",X,"1,543",X,"1,418",X,"2,158",X,"1,593",X,"1,573",X,"1,636",X,"1,713",X,"2,224",X,"1,482",X,"1,153",X,"2,045",X,"2,026",X,"1,361",X,"1,275",X,"1,520",X,"1,202",X,"2,192",X,"1,298",X,"1,627",X,"1,587",X,"2,369",X,"1,980",X,"1,800",X,"1,697",X,"2,088",X,"1,505",X
Business,"Total Establishments","Other services (except public administration)","1,728",X,"1,924",X,"1,689",X,"1,717",X,"2,176",X,"1,709",X,"1,905",X,"1,910",X,"1,533",X,"1,978",X,"1,450",X,"1,463",X,"2,126",X,"2,278",X,"1,571",X,"1,549",X,"2,059",X,"1,552",X,"2,701",X,"1,857",X,"2,257",X,"2,136",X,"2,936",X,"1,972",X,"2,126",X,"1,979",X,"2,358",X,"1,456",X
Business,"Total Establishments","Industries not classified",20,X,20,X,11,X,15,X,19,X,16,X,11,X,16,X,25,X,24,X,13,X,15,X,20,X,28,X,15,X,18,X,22,X,18,X,21,X,19,X,34,X,28,X,41,X,27,X,25,X,21,X,33,X,22,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
